,Brand,Model,Model_year,Transmission,Engine_size(cc),Drivetrain,Fuel_type,Lot_no,Kilometer,Price
0,Chevrolet,aveo,2009, Manual,1150,2, Petrol,6,200,975000
1,Chevrolet,captiva,2015, Automatic,2000,4, Diesel,8,100,3000000
2,Chevrolet,aveo,2009, Manual,1150,2, Petrol,6,42000,975000
3,Chevrolet,captiva,2010, Automatic,2000,4, Diesel,8,51000,3000000
4,Chevrolet,spark,2012, Manual,1000,2, Petrol,9,38000,1000000
5,Chevrolet,beat,2010, Manual,1200,2, Petrol,8,15000,1425000
6,Chevrolet,captiva,2011, Manual,2500,2, Diesel,3,35000,2700000
7,Chevrolet,aveo,2008, Manual,1200,2, Petrol,8,36800,1250000
8,Chevrolet,aveo,2012, Manual,1300,2, Petrol,9,26000,1475000
9,Chevrolet,aveo,2012, Manual,1200,2, Petrol,9,70000,1300000
10,Chevrolet,beat,2010, Manual,1200,2, Petrol,8,45000,1150000
11,Chevrolet,aveo,2009, Manual,1200,2, Petrol,7,45000,925000
12,Chevrolet,aveo,2012, Manual,1400,2, Petrol,10,17000,1650000
13,Chevrolet,spark,2012, Manual,1000,2, Petrol,15,40000,1100000
14,Chevrolet,spark,2009, Manual,1000,2, Petrol,10,27000,975000
15,Chevrolet,spark,2009, Manual,1000,2, Petrol,7,40000,975000
16,Chevrolet,spark,2012, Automatic,1000,2, Petrol,1,34000,1200000
17,Chevrolet,spark,2010, Manual,1000,2, Petrol,8,36000,1075000
18,Chevrolet,beat,2010, Manual,1200,2, Petrol,8,35000,1275000
19,Chevrolet,spark,2010, Automatic,1000,2, Petrol,10,53000,110000
20,Chevrolet,aveo,2009, Manual,1400,2, Petrol,7,30000,1450000
21,Chevrolet,u-va,2008, Manual,1150,2, Petrol,6,41000,1050000
22,Chevrolet,captiva,2010, Automatic,2000,4, Diesel,7,62000,3500000
23,Chevrolet,captiva,2009, Automatic,2000,4, Diesel,7,46471,5000000
24,Chevrolet,uva,2009, Manual,1150,2, Petrol,7,50500,1200000
25,Chevrolet,aveo,2010, Manual,1200,2, Petrol,8,34500,1450000
26,Chevrolet,aveo,2009, Manual,1400,2, Petrol,7,30000,1400000
27,Chevrolet,aveo,2010, Manual,1400,2, Petrol,8,48000,1450000
28,Chevrolet,uva,2009, Manual,1200,2, Petrol,7,38000,1100000
29,Chevrolet,spark,2009, Manual,1000,2, Petrol,9,53000,1100000
30,Chevrolet,captiva,2009, Automatic,2000,4, Diesel,7,51000,3750000
31,Chevrolet,captiva,2009, Automatic,2000,4, Diesel,7,52000,4000000
32,Chevrolet,sedan,2009, Manual,1600,2, Petrol,7,46000,1450000
33,Chevrolet,aveo,2010, Manual,800,2, Petrol,8,30000,1200000
34,Chevrolet,aveo,2011, Manual,1500,2, Petrol,8,35000,1600000
35,Chevrolet,uva,2007, Manual,1400,2, Petrol,12,40000,1050000
36,Chevrolet,beat,2011, Manual,1200,2, Petrol,9,25000,1650000
37,Chevrolet,aveo,2009, Manual,1150,2, Petrol,9,35000,1400000
38,Chevrolet,aveo,2010, Manual,1400,2, Petrol,8,52000,1700000
39,Chevrolet,aveo,2009, Manual,1200,2, Petrol,7,60000,1350000
40,Chevrolet,aveo,2009, Manual,1400,2, Petrol,7,40000,1550000
41,Chevrolet,spark,2009, Manual,1000,2, Petrol,7,34000,1050000
42,Chevrolet,sedan,2010, Manual,1400,2, Petrol,10,50000,1695000
43,Chevrolet,aveo,2013, Manual,1600,4, Petrol,12,3800,2000000
44,Chevrolet,spark,2010, Manual,800,2, Petrol,10,30000,1200000
45,Chevrolet,aveo,2008, Manual,1150,2, Petrol,8,61500,1300000
46,Chevrolet,spark,2009, Manual,1000,2, Petrol,9,25000,1200000
47,Chevrolet,captiva,2009, Automatic,2000,4, Diesel,7,48000,4200000
48,Chevrolet,spark,2011, Manual,1000,2, Petrol,9,30000,1150000
49,Chevrolet,aveo,2006, Manual,1600,2, Petrol,6,40000,1350000
50,Chevrolet,aveo,2007, Manual,1200,2, Petrol,5,45000,1575000
51,Chevrolet,aveo,2006, Manual,1600,2, Petrol,5,43000,1425000
52,Chevrolet,aveo,2012, Manual,1400,2, Petrol,9,13000,2300000
53,Chevrolet,captiva,2010, Automatic,2000,4, Diesel,9,29000,5200000
54,Chevrolet,beat,2011, Manual,1200,2, Petrol,8,26000,1600000
55,Chevrolet,beat,2010, Manual,1200,2, Petrol,10,32000,1600000
56,Chevrolet,spark,2009, Manual,1000,2, Petrol,7,26000,1200000
57,Chevrolet,spark,2009, Manual,1000,2, Petrol,7,34000,1125000
58,Chevrolet,aveo,2010, Manual,1400,2, Petrol,10,28000,1725000
59,Chevrolet,aveo,2012, Manual,1600,2, Petrol,12,19000,2200000
60,Chevrolet,aveo,2009, Manual,1150,2, Petrol,9,35000,1500000
61,Chevrolet,captiva,2010, Manual,2000,2, Diesel,10,30000,4000000
62,Chevrolet,aveo,2008, Manual,1150,2, Petrol,6,50000,1325000
63,Chevrolet,captiva,2010, Manual,2000,2, Diesel,7,35378,6200000
64,Chevrolet,captiva,2011, Manual,2500,2, Diesel,11,50000,3000000
65,Chevrolet,aveo,2011, Automatic,1400,2, Petrol,8,9500,1800000
66,Chevrolet,beat,2010, Manual,1200,2, Petrol,8,42083,1800000
67,Chevrolet,aveo,2007, Manual,1150,2, Petrol,5,42000,1200000
68,Fiat,avventura,2015, Manual,1400,2, Petrol,13,22000,2300000
69,Fiat,avventura,2015, Manual,1400,2, Petrol,13,10000,2700000
70,Fiat,punto,2012, Manual,1200,2, Petrol,10,18300,1499999
71,Fiat,linea,2012, Automatic,1400,2, Petrol,9,26000,2350000
72,Fiat,figo,2015, Manual,1400,2, Petrol,14,20000,1800000
73,Fiat,palio,2003, Manual,1200,2, Petrol,5,60000,550000
74,Fiat,punto,2011, Manual,1200,2, Petrol,9,28500,1375000
75,Fiat,punto,2003, Manual,1200,2, Petrol,4,79000,675000
76,Fiat,figo,1999, Manual,1400,2, Diesel,3,83518,450000
77,Ford,figo,2013, Manual,1200,2, Petrol,21,47000,1425000
78,Ford,figo,2010, Manual,1200,2, Petrol,10,30000,1200000
79,Ford,figo,2011, Manual,1200,2, Petrol,22,41000,1250000
80,Ford,figo,2012, Manual,1200,2, Petrol,10,60000,1250000
81,Ford,ecosport,2018, Manual,1500,2, Petrol,21,16000,3300000
82,Ford,ecosport,2014, Automatic,1500,2, Petrol,12,37000,2600000
83,Ford,figo,2017, Manual,1500,4, Diesel,11,90000,1050000
84,Ford,figo,2016, Manual,1200,2, Petrol,4,72000,17000
85,Ford,figo,2013, Manual,1200,2, Petrol,10,47000,1450000
86,Ford,figo,2016, Manual,1200,2, Petrol,16,31000,1850000
87,Ford,titanium,2019, Manual,1200,2, Petrol,21,7000,3100000
88,Ford,ecosport,2013, Manual,1000,2, Petrol,11,40000,2400000
89,Ford,titanium,2013, Manual,1400,2, Diesel,10,90000,1950000
90,Ford,figo,2014, Manual,1200,2, Petrol,12,33000,1400000
91,Ford,titanium,2015, Manual,1500,2, Diesel,13,40000,2900000
92,Ford,fiesta,2015, Manual,1600,2, Petrol,13,35000,1450000
93,Ford,ecosport,2013, Manual,1500,2, Diesel,10,43000,2500000
94,Ford,figo,2014, Manual,1200,2, Petrol,11,16401,1700000
95,Ford,figo,2014, Manual,1200,2, Petrol,12,12800,1700000
96,Ford,ecosport,2014, Automatic,1500,2, Petrol,14,52000,3100000
97,Ford,fiesta,2012, Automatic,1500,2, Petrol,9,41500,2700000
98,Ford,figo,2012, Manual,1200,2, Petrol,9,23500,1500000
99,Ford,ecosport,2016, Manual,1500,2, Petrol,16,30000,260000
100,Ford,ecosport,2018, Manual,1500,2, Petrol,20,5000,3400000
101,Ford,fiesta,2014, Manual,1500,2, Diesel,12,55000,2250000
102,Ford,titanium,2014, Automatic,1600,4, Petrol,12,15600,4950000
103,Ford,ecosport,2014, Automatic,1500,2, Petrol,14,52000,3100000
104,Ford,figo,2014, Manual,1200,2, Petrol,12,12300,1850000
105,Ford,ecosport,2010, Manual,1600,2, Petrol,10,55000,1200000
106,Ford,titanium,2014, Manual,1000,2, Petrol,11,44000,3000000
107,Ford,figo,2011, Manual,1200,2, Petrol,8,32000,1375000
108,Ford,titanium,2013, Manual,1600,2, Petrol,10,42500,1850000
109,Ford,ecosport,2014, Manual,1500,2, Petrol,11,25000,2800000
110,Ford,figo,2014, Manual,1200,2, Petrol,11,4500,2080000
111,Ford,figo,2012, Manual,1200,2, Petrol,12,16000,1750000
112,Ford,titanium,2012, Automatic,1500,2, Petrol,9,34500,2400000
113,Ford,figo,2014, Manual,1200,2, Petrol,11,20000,1525000
114,Ford,figo,2010, Manual,1200,2, Petrol,8,39000,1300000
115,Ford,figo,2012, Manual,1200,2, Petrol,9,20000,1350000
116,Ford,figo,2012, Manual,1200,2, Petrol,10,20000,1550000
117,Ford,figo,2014, Manual,1400,2, Diesel,12,8000,200000
118,Ford,figo,2011, Manual,1200,2, Petrol,11,40500,1350000
119,Ford,figo,2013, Manual,1200,2, Petrol,10,42500,1525000
120,Ford,figo,2012, Manual,1400,2, Diesel,9,47500,1375000
121,Ford,ecosport,2013, Manual,1500,2, Petrol,11,18000,3550000
122,Ford,figo,2011, Manual,1200,2, Petrol,9,33000,1435000
123,Ford,figo,2011, Manual,1200,2, Petrol,9,25000,1325000
124,Ford,fiesta,2014, Manual,1500,2, Petrol,10,22000,3400000
125,Ford,titanium,2014, Manual,1500,2, Diesel,11,26450,3800000
126,Ford,fiesta,2012, Manual,1600,2, Petrol,10,42000,1750000
127,Ford,figo,2012, Manual,1200,2, Petrol,10,7000,1475000
128,Ford,ecosport,2014, Manual,1500,2, Petrol,12,11000,2450000
129,Ford,figo,2011, Manual,1200,2, Petrol,9,38500,1425000
130,Ford,figo,2012, Manual,1200,2, Petrol,10,18000,1375000
131,Ford,figo,2010, Manual,1200,2, Petrol,8,35000,1250000
132,Ford,figo,2013, Manual,1200,2, Petrol,12,22000,1650000
133,Ford,titanium,2009, Automatic,3000,4, Diesel,8,37500,4500000
134,Ford,figo,2011, Manual,1400,2, Diesel,9,40000,1450000
135,Ford,fiesta,2012, Manual,1600,2, Petrol,10,29000,1600000
136,Ford,titanium,2013, Manual,1000,2, Petrol,11,28000,3275000
137,Ford,ecosport,2013, Manual,1600,2, Petrol,11,20000,1800000
138,Ford,titanium,2014, Manual,1500,2, Diesel,12,7900,4350000
139,Ford,figo,2011, Manual,1200,2, Petrol,9,31000,1350000
140,Ford,figo,2011, Manual,1200,2, Petrol,9,36000,1500000
141,Ford,figo,2015, Manual,1200,2, Petrol,13,300,2380000
142,Ford,figo,2012, Manual,1200,2, Petrol,9,26000,1650000
143,Ford,titanium,2015, Manual,1500,2, Petrol,13,600,3999000
144,Ford,figo,2012, Manual,1300,2, Petrol,9,30000,1600000
145,Ford,figo,2003, Manual,1300,2, Petrol,4,60000,425000
146,Ford,figo,2012, Manual,1400,2, Diesel,10,27500,2300000
147,Ford,figo,2010, Manual,1200,2, Petrol,8,32000,1550000
148,Ford,titanium,2015, Manual,1400,2, Diesel,13,300,3000000
149,Ford,figo,2014, Manual,1200,2, Petrol,12,4300,2200000
150,Ford,figo,2011, Manual,1300,2, Diesel,9,32000,1574997
151,Ford,fiesta,2014, Manual,1500,2, Diesel,12,370,3400000
152,Ford,titanium,2014, Manual,1500,2, Diesel,12,5185,3700000
153,Ford,figo,2012, Manual,1200,2, Petrol,13,31000,1400000
154,Ford,figo,2014, Manual,1200,2, Petrol,11,4900,1950000
155,Ford,titanium,2014, Manual,1400,2, Diesel,11,1700,2800000
156,Ford,titanium,2014, Manual,1600,2, Petrol,11,2400,2350000
157,Ford,figo,2012, Manual,1200,2, Petrol,9,42000,1850000
158,Ford,titanium,2014, Manual,1600,2, Petrol,11,2400,2350000
159,Ford,figo,2012, Manual,1300,2, Petrol,10,21000,1400000
160,Ford,figo,2010, Manual,1200,2, Petrol,11,45000,1450000
161,Ford,figo,2013, Manual,1200,2, Petrol,11,16000,1400000
162,Ford,figo,2012, Manual,1400,2, Petrol,10,27000,2650000
163,Ford,figo,2012, Manual,1200,2, Petrol,9,13000,1725000
164,Ford,ranger,2010, Manual,2500,2, Diesel,8,60000,2900000
165,Ford,figo,2012, Manual,1300,2, Petrol,9,23000,1600000
166,Ford,figo,2006, Manual,1400,2, Petrol,7,30000,3000000
167,Ford,ecosport,2014, Manual,1500,2, Diesel,12,17000,4150000
168,Ford,figo,2010, Manual,1300,2, Petrol,8,35000,1525000
169,Ford,figo,2011, Manual,1200,2, Petrol,9,23000,1575000
170,Ford,figo,2011, Manual,1200,2, Petrol,8,20000,1500000
171,Ford,figo,2012, Manual,1200,2, Petrol,10,35000,1775000
172,Ford,titanium,2012, Automatic,2500,4, Petrol,9,18500,7000000
173,Ford,figo,2011, Manual,1200,2, Petrol,11,40000,1425000
174,Ford,figo,2012, Manual,1300,2, Petrol,10,22000,1725000
175,Ford,figo,2011, Manual,1200,2, Petrol,9,35000,1575000
176,Ford,figo,2013, Manual,1200,2, Petrol,11,25000,1650000
177,Ford,figo,2011, Manual,2000,2, Petrol,9,35000,1550000
178,Ford,figo,2014, Manual,1200,2, Petrol,12,5000,2000000
179,Ford,ranger,2010, Manual,2500,2, Diesel,10,60000,2700000
180,Ford,figo,2014, Manual,1200,2, Petrol,2,18000,1925000
181,Ford,figo,2013, Manual,1200,2, Petrol,11,23000,1650000
182,Ford,titanium,2014, Manual,1500,2, Diesel,11,14000,4500000
183,Ford,figo,2015, Manual,1200,2, Petrol,12,6000,2025000
184,Ford,figo,2012, Manual,1400,2, Diesel,10,23500,2700000
185,Ford,figo,2013, Manual,1200,2, Petrol,10,95000,1900000
186,Ford,titanium,2013, Manual,1600,2, Petrol,11,4200,2150000
187,Ford,figo,2012, Manual,1200,2, Petrol,3,22000,1650000
188,Ford,titanium,2014, Manual,1500,4, Petrol,1,6500,3800000
189,Ford,ecosport,2014, Manual,1500,2, Petrol,14,14000,3250000
190,Ford,ecosport,2014, Manual,1500,2, Petrol,12,6400,3000000
191,Ford,figo,2015, Manual,1200,2, Petrol,12,6000,2000000
192,Ford,figo,2011, Manual,1200,2, Petrol,8,35000,1550000
193,Ford,figo,2010, Manual,1200,2, Petrol,8,27100,1425000
194,Ford,titanium,2010, Manual,2500,2, Diesel,7,65000,4200000
195,Ford,figo,2012, Manual,1200,2, Petrol,10,24000,1550000
196,Ford,titanium,2014, Manual,1500,2, Petrol,14,4000,3800000
197,Ford,figo,2010, Manual,1200,2, Petrol,8,25000,1450000
198,Ford,figo,2012, Manual,1200,2, Petrol,9,29000,2000000
199,Ford,figo,2011, Manual,1200,2, Petrol,11,26000,1750000
200,Ford,figo,2013, Manual,1200,2, Petrol,13,9100,1675000
201,Ford,figo,2010, Manual,1200,2, Petrol,8,22000,1600000
202,Ford,figo,2010, Manual,1200,2, Petrol,8,23000,1475000
203,Ford,figo,2010, Manual,1200,2, Petrol,8,27100,1600000
204,Ford,titanium,2013, Manual,1000,2, Petrol,11,13000,4000000
205,Ford,figo,2012, Manual,1200,2, Petrol,9,29000,1800000
206,Ford,titanium,2012, Manual,1600,2, Petrol,10,10000,2300000
207,Ford,figo,2012, Manual,1400,2, Diesel,10,20000,2300000
208,Ford,titanium,2013, Automatic,3000,4, Diesel,10,7900,7000000
209,Ford,figo,2012, Manual,1200,2, Petrol,10,29000,1850000
210,Ford,figo,2012, Manual,1200,2, Petrol,10,15800,1575000
211,Ford,fiesta,2012, Manual,1500,2, Petrol,9,40000,3000000
212,Ford,figo,2012, Manual,1200,2, Petrol,11,22000,1750000
213,Ford,fiesta,2014, Manual,1500,2, Diesel,11,12000,3500000
214,Ford,figo,2010, Manual,1200,2, Petrol,8,21000,1750000
215,Ford,fiesta,2014, Manual,1500,2, Petrol,13,2200,3350000
216,Ford,figo,2011, Manual,1200,2, Petrol,9,25000,1800000
217,Ford,figo,2011, Manual,1200,2, Petrol,9,10500,1950000
218,Ford,ecosport,2013, Manual,1500,2, Diesel,10,18000,4000000
219,Ford,figo,2011, Manual,1300,2, Petrol,10,17000,1700000
220,Ford,ecosport,2014, Manual,1500,2, Petrol,14,14000,3350000
221,Ford,figo,2014, Manual,1200,2, Petrol,10,14000,1650000
222,Ford,figo,2010, Manual,1200,2, Petrol,2,20000,1590000
223,Ford,titanium,2012, Manual,1490,2, Petrol,2,27000,2850000
224,Ford,fiesta,2013, Manual,1500,2, Diesel,11,8900,3450000
225,Honda,cr-v,2016, Automatic,2000,2, Petrol,11,8000,1000000
226,Honda,city,2008, Manual,1500,2, Petrol,6,63000,1350000
227,Honda,city,2013, Manual,1500,2, Petrol,10,37000,2400000
228,Honda,city,2010, Manual,1500,2, Petrol,8,37000,2250000
229,Honda,jazz,2009, Manual,1200,2, Petrol,7,40000,1650000
230,Honda,brio,2014, Manual,1200,2, Petrol,11,13600,1875000
231,Honda,jazz,2010, Manual,1200,2, Petrol,7,45606,1800000
232,Honda,city,2008, Manual,1497,2, Petrol,6,52000,1450000
233,Honda,city,2015, Manual,1500,2, Petrol,15,2015,2800000
234,Honda,jazz,2009, Manual,1200,2, Petrol,7,42000,1600000
235,Honda,city,2011, Manual,1500,2, Petrol,10,37000,110000
236,Honda,cr-v,2007, Automatic,1997,4, Petrol,6,57000,4151000
237,Honda,civic,2010, Manual,1800,2, Petrol,10,44000,3250000
238,Honda,city,2010, Manual,1500,2, Petrol,7,29000,2325000
239,Honda,city,2006, Manual,1497,2, Petrol,5,50010,1800000
240,Honda,crv,2006, Manual,1900,2, Petrol,6,55000,4200000
241,Honda,city,2013, Manual,1500,2, Petrol,10,19000,2750000
242,Honda,city,2004, Manual,1400,2, Petrol,5,50000,1250000
243,Honda,jazz,2012, Manual,1200,2, Petrol,10,10000,2250000
244,Honda,brio,2012, Manual,1198,2, Petrol,9,27600,1775000
245,Honda,city,2013, Manual,1500,2, Petrol,10,49000,3100000
246,Honda,city,2006, Manual,1497,2, Petrol,5,50010,1800000
247,Honda,crv,2007, Automatic,1900,2, Petrol,6,55000,4200000
248,Honda,cr-v,2007, Automatic,2000,4, Petrol,6,56000,4600000
249,Honda,city,2009, Manual,1497,2, Petrol,6,49000,1775000
250,Honda,city,2015, Manual,1500,2, Petrol,13,4500,3500000
251,Honda,city,2009, Manual,1500,2, Petrol,7,33000,2150000
252,Honda,city,2009, Manual,1600,2, Petrol,6,40000,2150000
253,Honda,city,2009, Manual,1495,2, Petrol,9,38000,2150000
254,Honda,city,2012, Manual,1600,2, Petrol,9,41000,2600000
255,Honda,city,2005, Manual,1500,2, Petrol,5,55000,1425000
256,Honda,brio,2012, Manual,1200,2, Petrol,10,20000,1750000
257,Honda,city,2005, Manual,1500,2, Petrol,5,45000,1475000
258,Honda,city,2006, Manual,1500,2, Petrol,8,47900,1700000
259,Honda,brio,2012, Manual,1197,2, Petrol,10,27000,1800000
260,Honda,city,2014, Manual,1500,2, Petrol,11,20000,3100000
261,Honda,brio,2012, Manual,1200,2, Petrol,9,15000,1750000
262,Honda,cr-v,2009, Automatic,2000,4, Petrol,7,39000,4900000
263,Honda,civic,2002, Manual,1500,2, Petrol,4,72000,1325000
264,Honda,city,2010, Manual,1497,2, Petrol,7,32100,2550000
265,Honda,city,2014, Manual,1498,2, Petrol,12,7231,3400000
266,Honda,city,2007, Manual,1500,2, Petrol,6,30000,2000000
267,Honda,city,2006, Manual,1500,2, Petrol,2,50000,1450000
268,Honda,city,2004, Manual,1500,2, Petrol,5,36000,1200000
269,Honda,city,2011, Manual,1500,2, Petrol,8,12800,3150000
270,Honda,city,2005, Manual,1500,2, Petrol,5,45000,1400000
271,Honda,city,2008, Manual,1500,2, Petrol,6,37000,1800000
272,Honda,city,2013, Manual,1500,2, Petrol,10,35000,3000000
273,Honda,city,2005, Manual,1487,2, Petrol,2,31000,1425000
274,Honda,city,2009, Automatic,1200,2, Petrol,7,35000,2650000
275,Honda,crv,2007, Manual,1977,4, Petrol,6,38300,4800000
276,Hyundai,accent,2008, Manual,1400,2, Petrol,8,95000,1350000
277,Hyundai,i10,2016, Manual,1200,2, Petrol,16,28000,2200000
278,Hyundai,santro,2013, Manual,1200,2, Petrol,11,45000,1450000
279,Hyundai,i20,2016, Manual,1200,2, Petrol,15,30000,29550000
280,Hyundai,i10,2016, Manual,1200,2, Petrol,16,29000,2150000
281,Hyundai,santro,2014, Manual,1000,2, Petrol,11,62000,1700000
282,Hyundai,santro,2008, Manual,1000,2, Petrol,1,40000,950000
283,Hyundai,i10,2011, Manual,1200,2, Petrol,9,40000,1750000
284,Hyundai,i20,2010, Manual,1200,2, Petrol,7,40000,1250000
285,Hyundai,santro,2009, Manual,1100,2, Petrol,7,45000,1125000
286,Hyundai,getz,2007, Manual,1400,2, Petrol,5,80000,1050000
287,Hyundai,i20,2016, Manual,1200,2, Petrol,15,31000,2950000
288,Hyundai,i10,2010, Manual,1100,2, Petrol,8,41000,1450000
289,Hyundai,santro,2007, Manual,1000,2, Petrol,6,70000,1150000
290,Hyundai,i10,2009, Manual,1200,2, Petrol,7,50000,1350000
291,Hyundai,i10,2003, Manual,1100,2, Petrol,5,47000,600000
292,Hyundai,i10,2013, Manual,1200,2, Petrol,22,37000,1850000
293,Hyundai,accent,2009, Manual,1400,2, Petrol,8,75000,1720000
294,Hyundai,i10,2010, Manual,1200,2, Petrol,8,50000,1475000
295,Hyundai,i20,2015, Manual,1200,2, Petrol,16,30000,2775000
296,Hyundai,i10,2009, Manual,1100,2, Petrol,7,50000,1215000
297,Hyundai,i20,2009, Manual,1200,2, Petrol,7,45000,1425000
298,Hyundai,i10,2009, Manual,1200,2, Petrol,7,45000,1325000
299,Hyundai,i20,2016, Manual,1200,2, Petrol,15,29000,2950000
300,Hyundai,asta,2014, Manual,1200,2, Petrol,12,38000,2175000
301,Hyundai,i10,2014, Manual,1200,2, Petrol,12,36000,1875000
302,Hyundai,i20,2014, Manual,1200,2, Petrol,14,39000,2050000
303,Hyundai,i20,2015, Manual,1200,2, Petrol,14,28000,2800000
304,Hyundai,asta,2010, Manual,1200,2, Petrol,8,45000,1600000
305,Hyundai,tucson,2006, Manual,2000,2, Diesel,5,82000,1950000
306,Hyundai,i10,2012, Manual,1200,2, Petrol,10,41000,1575000
307,Hyundai,i10,2009, Manual,1200,2, Petrol,7,52000,1250000
308,Hyundai,i10,2016, Manual,1200,2, Petrol,15,25000,1950000
309,Hyundai,i20,2015, Manual,1200,2, Petrol,15,40000,2250000
310,Hyundai,eon,2013, Manual,800,2, Petrol,11,31000,1225000
311,Hyundai,creta,2016, Manual,1600,2, Petrol,16,38000,4150000
312,Hyundai,i20,2018, Manual,1200,2, Petrol,19,9900,2975000
313,Hyundai,santro,2009, Manual,1100,2, Petrol,21,60000,1050000
314,Hyundai,i20,2016, Manual,1200,2, Petrol,15,25000,3000000
315,Hyundai,asta,2017, Manual,1200,2, Petrol,17,15000,3100000
316,Hyundai,santro,2013, Manual,1100,2, Petrol,10,38600,1450000
317,Hyundai,i20,2016, Manual,1200,2, Petrol,16,34000,3000000
318,Hyundai,tucson,2011, Manual,2000,4, Petrol,9,59000,3700000
319,Hyundai,creta,2016, Manual,1400,2, Petrol,16,20000,3700000
320,Hyundai,i10,2014, Manual,1200,2, Petrol,12,27000,1850000
321,Hyundai,i10,2014, Manual,1200,2, Petrol,12,27000,1850000
322,Hyundai,creta,2018, Manual,1600,2, Petrol,19,11000,4000000
323,Hyundai,i10,2014, Manual,1200,2, Petrol,12,27000,1900000
324,Hyundai,asta,2013, Manual,1200,2, Petrol,11,43000,2100000
325,Hyundai,santro,2007, Manual,1100,2, Petrol,5,65000,1000000
326,Hyundai,i10,2009, Manual,1200,2, Petrol,1,45000,1200000
327,Hyundai,tucson,2007, Manual,2000,4, Diesel,5,60000,2400000
328,Hyundai,asta,2014, Manual,1200,2, Petrol,11,40000,2196000
329,Hyundai,i10,2014, Manual,1200,2, Petrol,12,27005,1850000
330,Hyundai,i10,2014, Manual,1200,2, Petrol,12,42000,1850000
331,Hyundai,i20,2016, Manual,1200,2, Petrol,16,7500,3200000
332,Hyundai,santro,2007, Manual,1100,2, Petrol,5,65000,1000000
333,Hyundai,santro,2012, Manual,1100,2, Petrol,10,36000,1525000
334,Hyundai,tucson,2013, Manual,2000,4, Petrol,13,31000,4200000
335,Hyundai,santro,2013, Manual,1200,2, Petrol,11,45000,1450000
336,Hyundai,i10,2016, Manual,1200,2, Petrol,15,18000,2300000
337,Hyundai,getz,2009, Manual,1400,2, Petrol,7,47000,1089996
338,Hyundai,i10,2009, Manual,1200,2, Petrol,1,45000,1180000
339,Hyundai,santro,2009, Manual,1200,2, Petrol,7,60000,1150000
340,Hyundai,santro,2002, Manual,1000,2, Petrol,4,65000,625000
341,Hyundai,eon,2012, Manual,800,2, Petrol,9,50000,1250000
342,Hyundai,i10,2010, Manual,1200,2, Petrol,8,31000,1475000
343,Hyundai,santro,2001, Manual,1000,2, Petrol,3,61000,630000
344,Hyundai,eon,2017, Manual,800,2, Petrol,18,25000,1350000
345,Hyundai,i10,2011, Manual,1200,2, Petrol,9,33000,1650000
346,Hyundai,asta,2009, Manual,1200,2, Petrol,7,48000,1550000
347,Hyundai,i10,2013, Manual,1200,2, Petrol,11,38255,1675000
348,Hyundai,i10,2014, Manual,1200,2, Petrol,12,34000,1850000
349,Hyundai,tucson,2008, Manual,2000,4, Diesel,6,53000,2600000
350,Hyundai,santro,2009, Manual,1100,2, Petrol,11,49000,1150000
351,Hyundai,asta,2015, Manual,1200,2, Petrol,13,5200,2455000
352,Hyundai,santro,2001, Manual,1000,2, Petrol,3,61000,690000
353,Hyundai,i10,2010, Manual,1200,2, Petrol,8,35000,1750000
354,Hyundai,i10,2009, Manual,1200,2, Petrol,7,30000,1380000
355,Hyundai,getz,2008, Manual,1400,2, Petrol,6,34000,1235000
356,Hyundai,santro,2010, Manual,1000,2, Petrol,8,20000,1325000
357,Hyundai,i10,2014, Manual,1200,2, Petrol,12,25000,2025000
358,Hyundai,tucson,2006, Manual,2000,4, Diesel,5,74000,2500000
359,Hyundai,i10,2010, Manual,1200,2, Petrol,8,32000,1525000
360,Hyundai,i10,2009, Manual,1200,2, Petrol,6,44500,1450000
361,Hyundai,santro,2008, Manual,1100,2, Petrol,6,35000,1150000
362,Hyundai,tucson,2009, Manual,2000,4, Diesel,8,65700,3150000
363,Hyundai,accent,2008, Manual,1400,2, Petrol,7,38000,1410000
364,Hyundai,santro,2008, Manual,1100,2, Petrol,7,59000,1099999
365,Hyundai,santro,2011, Manual,1100,2, Petrol,9,35600,1325000
366,Hyundai,santro,2008, Manual,1100,2, Petrol,7,55000,1125000
367,Hyundai,asta,2010, Manual,1200,2, Petrol,8,43000,1775000
368,Hyundai,asta,2010, Manual,1200,2, Petrol,8,32400,1725000
369,Hyundai,i10,2016, Manual,1200,4, Petrol,15,13000,2400000
370,Hyundai,i10,2009, Manual,1100,2, Petrol,7,46000,1275000
371,Hyundai,asta,2010, Manual,1200,2, Petrol,8,39000,1750000
372,Hyundai,tucson,2008, Manual,2000,4, Diesel,6,51000,2650000
373,Hyundai,asta,2010, Manual,1200,2, Petrol,8,32400,1725000
374,Hyundai,santro,2000, Manual,1000,2, Petrol,3,85000,525000
375,Hyundai,i20,2014, Manual,1200,2, Petrol,12,5200,2400000
376,Hyundai,santro,2007, Manual,1100,2, Petrol,6,53000,1125000
377,Hyundai,santro,2011, Manual,1100,2, Petrol,7,57000,675000
378,Hyundai,asta,2014, Manual,1200,2, Petrol,11,15500,2375000
379,Hyundai,i10,2009, Manual,1200,2, Petrol,7,67000,1475000
380,Hyundai,santro,2007, Manual,1100,2, Petrol,6,56700,1135000
381,Hyundai,i10,2010, Manual,1200,2, Petrol,8,39000,1475000
