,Brand,Model,Model_year,Transmission,Engine_size(cc),Drivetrain,Fuel_type,Lot_no,Kilometer,Price
1344,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,5,55000,725000
1345,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,12,14000,1525000
1346,Maruti Suzuki,alto-800,2004, Manual,800,2, Petrol,4,80000,600000
1347,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,18000,2400000
1348,Maruti Suzuki,800,2014, Manual,800,2, Petrol,12,20000,145000
1349,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,6,50000,825000
1350,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,40000,1000000
1351,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,35000,1650000
1352,Maruti Suzuki,Omni,2014, Manual,800,2, Petrol,1,25000,1275000
1353,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,33000,1150000
1354,Maruti Suzuki,swift,2007, Manual,1300,2, Petrol,6,37000,1200000
1356,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,7,40000,775000
1359,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,13,20000,1250000
1361,Maruti Suzuki,dzire,2010, Manual,1200,2, Petrol,10,49000,1500000
1362,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,22000,875000
1363,Maruti Suzuki,alto-800,2012, Manual,800,2, Petrol,9,25000,915000
1364,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,27000,900000
1365,Maruti Suzuki,alto-LXI,2010, Manual,1000,2, Petrol,7,35000,1250000
1366,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,13,20000,1250000
1367,Maruti Suzuki,dzire,2009, Manual,1298,2, Petrol,7,46500,1550000
1368,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,25000,1150000
1369,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,18000,2550000
1370,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,25000,1525000
1371,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,35000,1175000
1373,Maruti Suzuki,swift,2015, Manual,1200,2, Petrol,12,8000,2650000
1374,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,12000,2525000
1375,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,10,21000,2375000
1376,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,6,24000,800000
1377,Maruti Suzuki,swift,2010, Manual,1198,2, Petrol,8,32000,1650000
1380,Maruti Suzuki,swift,2014, Manual,1197,2, Petrol,12,13000,2490000
1383,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,9,34000,1790000
1384,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,50000,1150000
1386,Maruti Suzuki,swift,2010, Manual,1198,2, Petrol,8,32000,1650000
1387,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,13,48700,525000
1388,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,18000,1375000
1389,Maruti Suzuki,swift,2013, Manual,1198,2, Petrol,13,7000,2700000
1390,Maruti Suzuki,swift,2007, Automatic,1200,2, Petrol,6,51000,1275000
1391,Maruti Suzuki,swift,2008, Manual,1298,2, Petrol,14,41000,1350000
1392,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,10,19000,2350000
1394,Maruti Suzuki,alto-800,2001, Manual,800,2, Petrol,4,55900,555000
1395,Maruti Suzuki,Omni,2012, Manual,800,2, Petrol,10,22000,600000
1396,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,14500,1350000
1398,Maruti Suzuki,eeco,2013, Manual,1198,2, Petrol,10,27000,1350000
1400,Maruti Suzuki,swift,2010, Manual,1300,2, Petrol,8,31000,1650000
1401,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,12,26000,2350000
1403,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,12,6000,1450000
1405,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,18373,2175000
1406,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,14000,1375000
1407,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,21000,1025000
1408,Maruti Suzuki,astar,2010, Manual,1000,2, Petrol,9,40000,1350000
1409,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,23000,2575000
1410,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,30000,925000
1411,Maruti Suzuki,alto,2001, Manual,1100,2, Petrol,3,30000,575000
1412,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,1800,1125000
1413,Maruti Suzuki,alto,2001, Manual,1100,2, Petrol,3,60000,575000
1415,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,8,31000,1225000
1416,Maruti Suzuki,swift,2013, Manual,1198,2, Petrol,10,28000,2200000
1418,Maruti Suzuki,swift,2008, Manual,1300,2, Petrol,6,33333,1400000
1419,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,32000,825000
1420,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,35000,1000000
1422,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,20000,1390000
1423,Maruti Suzuki,swift,2015, Manual,1200,2, Petrol,13,1200,2750000
1424,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,58000,825000
1425,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,5,69000,775000
1426,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,36000,1650000
1427,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,5,39000,725000
1428,Maruti Suzuki,alto,2001, Manual,1100,2, Petrol,7,4000,675000
1430,Maruti Suzuki,eeco,2011, Manual,1198,2, Petrol,9,38000,1250000
1432,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,22000,1275000
1433,Maruti Suzuki,swift,2012, Manual,1200,2, Petrol,10,18000,2300000
1435,Maruti Suzuki,swift,2014, Manual,1300,2, Petrol,12,3800,2600000
1437,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,7,34000,1550000
1438,Maruti Suzuki,swift,2008, Manual,1298,2, Petrol,5,35000,1475000
1439,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,11,46000,1550000
1441,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,45000,1525000
1442,Maruti Suzuki,alto-LXI,2010, Manual,1000,2, Petrol,8,40000,1000000
1444,Maruti Suzuki,astar,2010, Manual,1000,2, Petrol,8,46000,1300000
1445,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,32000,1475000
1446,Maruti Suzuki,eeco,2006, Manual,1300,2, Petrol,5,55000,900000
1448,Maruti Suzuki,astar,2009, Manual,1000,2, Petrol,8,40000,1175000
1449,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,15500,1375000
1450,Maruti Suzuki,eeco,2011, Manual,1196,2, Petrol,8,28000,1250000
1451,Maruti Suzuki,swift,2008, Manual,1300,2, Petrol,6,40000,1425000
1452,Maruti Suzuki,astar,2009, Manual,1000,2, Petrol,8,56000,1175000
1453,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,12880,2575000
1454,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,6,68700,850000
1456,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,45000,1199999
1460,Maruti Suzuki,eeco,2010, Manual,1298,2, Petrol,8,34000,1200000
1461,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,40000,500000
1462,Maruti Suzuki,swift,2006, Manual,1300,2, Petrol,5,33000,1200000
1463,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,9,20000,1300000
1464,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,17000,1350000
1465,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,20000,1095000
1466,Maruti Suzuki,alto-800,1995, Manual,800,2, Petrol,2,63000,425000
1467,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,35000,825000
1468,Maruti Suzuki,alto-800,2004, Manual,800,2, Petrol,4,34000,525000
1469,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,30000,2000000
1471,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,17000,1385000
1472,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,21000,1200000
1473,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,13,18000,2425000
1474,Maruti Suzuki,swift,2013, Manual,1197,2, Petrol,11,17000,2350000
1475,Maruti Suzuki,swift,2012, Manual,1200,2, Petrol,9,20000,2250000
1478,Maruti Suzuki,alto-800,2011, Manual,800,2, Petrol,10,40000,975000
1479,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,12,5500,2650000
1480,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,12000,1025000
1482,Maruti Suzuki,swift,2009, Manual,1198,2, Petrol,13,41000,1600000
1483,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,7,39000,1400000
1485,Maruti Suzuki,swift,2008, Manual,1300,2, Petrol,6,45000,1450000
1487,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,40000,1500000
1489,Maruti Suzuki,alto-800,2011, Manual,800,2, Petrol,9,17000,1150000
1490,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,23000,1225000
1491,Maruti Suzuki,dzire,2009, Manual,1300,2, Petrol,7,40000,1575000
1492,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,35000,950000
1494,Maruti Suzuki,astar,2009, Manual,1000,2, Petrol,7,40000,1210000
1495,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,9,23000,1450000
1496,Maruti Suzuki,800,1998, Manual,880,2, Petrol,3,26000,200000
1497,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,32000,1050000
1498,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,13,25000,1225000
1499,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,23000,1375000
1502,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,13000,1425000
1503,Maruti Suzuki,swift,2012, Manual,1197,2, Petrol,10,15000,2000000
1504,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,13,37000,1425000
1506,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,73000,950000
1507,Maruti Suzuki,swift,2008, Manual,1298,2, Petrol,6,42000,1350000
1508,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,7,33300,1600000
1509,Maruti Suzuki,swift,2005, Manual,1298,2, Petrol,8,140000,1000000
1511,Maruti Suzuki,alto,2002, Manual,1100,2, Petrol,3,65000,650000
1512,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,13,38000,1600000
1513,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,5,51000,750000
1514,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,6,25000,650000
1515,Maruti Suzuki,astar,2010, Manual,1000,2, Petrol,8,34000,1350000
1517,Maruti Suzuki,swift,2014, Manual,1197,2, Petrol,11,12000,2350000
1518,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,45000,950000
1519,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,6600,1150000
1520,Maruti Suzuki,astar,2012, Manual,1000,2, Petrol,10,25000,1400000
1521,Maruti Suzuki,astar,2009, Manual,1000,2, Petrol,9,48000,1275000
1522,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,12,20000,1425000
1523,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,7,38000,1450000
1524,Maruti Suzuki,astar,2009, Manual,1000,2, Petrol,7,42000,1250000
1525,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,55000,675000
1526,Maruti Suzuki,swift,2008, Manual,1300,2, Petrol,8,40000,1500000
1527,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,31000,900000
1528,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,38000,650000
1529,Maruti Suzuki,eeco,2012, Manual,1297,2, Petrol,9,32000,1350000
1532,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,9,25000,1650000
1533,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,6,36000,736000
1534,Maruti Suzuki,astar,2010, Manual,1000,2, Petrol,8,33000,1350000
1535,Maruti Suzuki,eeco,2010, Manual,1196,2, Petrol,8,39000,1245000
1537,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,35000,650000
1539,Maruti Suzuki,swift,2014, Manual,1200,2, Petrol,11,4000,2350000
1541,Maruti Suzuki,astar,2009, Manual,1000,2, Petrol,7,35000,1175000
1542,Maruti Suzuki,swift,2006, Manual,1300,2, Petrol,1,50000,1800000
1543,Maruti Suzuki,alto-LXI,2011, Manual,1000,2, Petrol,9,20000,1350000
1544,Maruti Suzuki,eeco,2010, Manual,1400,2, Petrol,10,10000,1450000
1547,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,695000,725000
1550,Maruti Suzuki,alto-LXI,2014, Manual,1000,2, Petrol,11,3400,1425000
1551,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,7,17000,910000
1552,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,13,34000,1425000
1553,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,7000,1450000
1554,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,10,37000,1325000
1555,Maruti Suzuki,alto-LXI,2010, Manual,1000,2, Petrol,7,16000,1200000
1557,Maruti Suzuki,alto-800,2011, Manual,800,2, Petrol,9,26000,925000
1559,Maruti Suzuki,celerio,2014, Automatic,1000,2, Petrol,12,5900,2150000
1560,Maruti Suzuki,alto-800,2000, Manual,800,2, Petrol,6,73000,460000
1561,Maruti Suzuki,swift,2008, Manual,1197,2, Petrol,6,33000,1400000
1562,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,6,36000,850000
1564,Maruti Suzuki,alto-800,2001, Manual,800,2, Petrol,3,68000,630000
1565,Maruti Suzuki,eeco,2011, Manual,1199,2, Petrol,9,24000,1300000
1566,Maruti Suzuki,alto,2001, Manual,1000,2, Petrol,4,46000,625000
1567,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,11,27000,1400000
1568,Maruti Suzuki,alto-800,2002, Manual,800,2, Petrol,4,50000,450000
1570,Maruti Suzuki,swift,2010, Manual,1400,2, Diesel,8,35000,1900000
1572,Maruti Suzuki,swift,2012, Manual,1200,2, Petrol,9,25000,2125000
1574,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,5,55000,785000
1576,Maruti Suzuki,alto-800,2009, Manual,800,2, Petrol,9,30000,950000
1577,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,25000,1075000
1578,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,50806,900000
1580,Maruti Suzuki,a-star,2009, Manual,1100,2, Petrol,7,39000,1275000
1581,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,7,31000,1625000
1582,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,11,17000,1375000
1584,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,6,45000,850000
1588,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,34000,1625000
1592,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,5,50000,825000
1596,Maruti Suzuki,swift,2013, Manual,1299,2, Petrol,1,25000,2500000
1597,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,6,28000,800000
1598,Maruti Suzuki,alto-800,2002, Manual,800,2, Petrol,4,75000,660000
1599,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,12,14000,1375000
1600,Maruti Suzuki,swift,2009, Manual,1298,2, Petrol,7,31000,1625000
1601,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,6,37500,715000
1602,Maruti Suzuki,swift,2005, Manual,1200,2, Petrol,5,43000,1100000
1603,Maruti Suzuki,alto-800,2016, Manual,800,2, Petrol,4,52000,475000
1604,Maruti Suzuki,alto-800,2002, Manual,800,2, Petrol,4,75000,625000
1606,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,40000,1900000
1610,Maruti Suzuki,alto-800,2008, Manual,800,2, Petrol,8,40000,900000
1611,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,6,24000,800000
1613,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,6,24000,775000
1615,Maruti Suzuki,alto-800,2010, Manual,800,2, Petrol,8,19000,950000
1618,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,41000,1125000
1619,Maruti Suzuki,swift,2005, Manual,1197,2, Petrol,12,45000,1050000
1621,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,13000,2850000
1623,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,15000,1950000
1624,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,8,35000,1850000
1625,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,7,40000,1500000
1626,Maruti Suzuki,swift,2013, Manual,1200,2, Petrol,11,30000,2450000
1629,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,12,12000,1300000
1631,Maruti Suzuki,swift,2012, Manual,1800,2, Petrol,10,5200,2400000
1632,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,58000,1250000
1634,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,9000,1499000
1637,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,180000,1325000
1638,Maruti Suzuki,swift,2005, Manual,1300,2, Petrol,5,100000,1200000
1639,Maruti Suzuki,swift,2010, Manual,1200,2, Petrol,10,40000,1925000
1641,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,10,24000,1500000
1642,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,7,39900,750000
1643,Maruti Suzuki,alto-800,2005, Manual,800,2, Petrol,5,69079,850000
1644,Maruti Suzuki,swift,2013, Manual,1197,2, Petrol,11,9800,2500000
1645,Maruti Suzuki,swift,2005, Manual,1200,2, Petrol,5,36000,1325000
1646,Maruti Suzuki,swift,2009, Manual,1200,2, Petrol,9,28000,1800000
1647,Maruti Suzuki,alto-LXI,2013, Manual,1000,2, Petrol,13,9000,1400000
1649,Maruti Suzuki,alto-800,2006, Manual,800,2, Petrol,5,67003,775000
1651,Maruti Suzuki,alto-800,2007, Manual,800,2, Petrol,6,33000,880000
1653,Maruti Suzuki,alto-LXI,2012, Manual,1000,2, Petrol,12,16000,1200000
1654,Maruti Suzuki,Omni,2010, Manual,800,2, Petrol,8,61000,800000
1657,Maruti Suzuki,astar,2012, Manual,1000,2, Petrol,9,26000,1600000
1658,Maruti Suzuki,swift,2009, Manual,1300,2, Petrol,8,21000,1600000
1659,Maruti Suzuki,alto,2001, Manual,1061,2, Petrol,3,26447,650000
1666,Nissan,saloon,2003, Manual,1600,2, Petrol,4,58000,990000
1667,Nissan,saloon,2008, Manual,1600,2, Petrol,6,53000,1800000
1669,Nissan,sunny,2015, Manual,1500,2, Petrol,21,26000,2150000
1671,Nissan,saloon,2005, Automatic,1600,2, Petrol,5,46000,1550000
1673,Nissan,sunny,2002, Manual,1600,2, Petrol,4,85000,1100000
1681,Nissan,tiida,2010, Manual,1800,2, Petrol,8,39000,1850000
1682,Nissan,sunny,2008, Manual,1600,2, Petrol,6,53000,1800000
1683,Nissan,sunny,2003, Manual,1600,2, Petrol,4,42000,1300000
1684,Nissan,saloon,2010, Manual,1600,2, Petrol,7,38000,2300000
1687,Nissan,saloon,2001, Manual,1600,2, Petrol,3,41000,900000
1688,Nissan,sunny,2013, Manual,1600,2, Petrol,11,24000,2850000
1691,Nissan,sunny,2014, Manual,1498,2, Petrol,14,17000,3250000
1693,Nissan,sunny,1997, Manual,2000,2, Diesel,3,59700,555000
1694,Nissan,tiida,2010, Manual,1800,2, Petrol,8,39000,2000000
1695,Nissan,sunny,1998, Manual,2000,2, Diesel,3,150000,650000
1696,Nissan,saloon,2005, Manual,1600,2, Petrol,5,39000,1500000
1697,Nissan,saloon,2002, Manual,1597,2, Petrol,4,79000,1100000
1702,Nissan,saloon,2005, Manual,1600,2, Petrol,5,39000,1375000
1709,Nissan,tiida,2007, Manual,1800,2, Petrol,5,30000,2000000
1710,Nissan,tiida,2007, Manual,1800,2, Petrol,5,46000,1875000
1711,Nissan,tiida,2007, Manual,1800,2, Petrol,13,56000,1800000
1714,Nissan,saloon,2006, Manual,1600,2, Petrol,5,43500,1690000
1717,Nissan,saloon,2007, Manual,1600,2, Petrol,5,30000,1700000
1720,Nissan,saloon,2008, Manual,1600,2, Petrol,7,29000,2975000
1723,Nissan,sunny,2010, Manual,1596,2, Petrol,8,31000,2300000
1726,Nissan,saloon,2007, Manual,1600,2, Petrol,6,12345,1775000
1727,Nissan,sunny,2013, Manual,1500,2, Petrol,12,19000,2900000
1732,Nissan,saloon,2007, Manual,1600,2, Petrol,5,48000,1750000
1733,Nissan,sunny,1998, Manual,2000,2, Diesel,3,100000,575000
1734,Nissan,saloon,2006, Manual,1600,2, Petrol,5,32000,1725000
1736,Nissan,saloon,2004, Manual,1600,2, Petrol,4,64000,1800000
1739,Nissan,saloon,2003, Manual,1600,2, Petrol,4,57773,1650000
1740,Nissan,saloon,2006, Manual,2000,2, Petrol,5,61483,2200000
1741,Nissan,saloon,2005, Manual,1597,2, Petrol,5,43828,1650000
1742,Nissan,tiida,2006, Manual,1800,2, Petrol,5,19000,1800000
1743,Nissan,saloon,2002, Manual,1600,2, Petrol,4,37000,1250000
1744,Nissan,tiida,2007, Manual,1800,2, Petrol,6,58000,2000000
1745,Skoda,fabia,2009, Manual,1200,2, Petrol,7,42000,1125000
1746,Skoda,fabia,2009, Manual,1200,2, Petrol,7,45000,900000
1750,Skoda,laura,2011, Manual,1900,2, Diesel,9,35000,3600000
1752,Skoda,laura,2011, Manual,1896,2, Diesel,9,42000,4000000
1753,Skoda,rapid,2012, Automatic,1600,2, Petrol,10,65000,2250000
1754,Skoda,rapid,2013, Manual,1600,2, Petrol,10,32000,1850000
1755,Skoda,laura,2010, Manual,2000,2, Diesel,8,49000,3600000
1756,Skoda,laura,2011, Manual,1900,2, Diesel,9,50000,3800000
1757,Skoda,fabia,2009, Manual,1200,2, Petrol,7,54000,1275000
1758,Skoda,rapid,2013, Manual,1600,2, Petrol,11,22000,2250000
1759,Skoda,rapid,2013, Manual,1600,2, Petrol,10,18000,2675000
1760,Skoda,fabia,2009, Manual,1200,2, Petrol,7,40000,1425000
1761,Skoda,laura,2010, Manual,1900,2, Diesel,8,47000,3600000
1762,Skoda,laura,2011, Manual,1896,2, Petrol,11,53000,4200000
1763,Skoda,superb,2009, Automatic,1798,2, Petrol,7,46000,5500000
1764,Skoda,octavia,2009, Manual,1900,2, Diesel,6,57000,2750000
1765,Skoda,laura,2011, Manual,1896,2, Petrol,9,53000,4200000
1766,Skoda,laura,2011, Manual,2000,2, Petrol,8,45000,3800000
1767,Skoda,fabia,2009, Manual,1200,2, Petrol,9,40000,1300000
1768,Skoda,rapid,2014, Manual,1598,2, Petrol,12,13500,3300000
1769,Skoda,superb,2010, Automatic,2000,2, Petrol,10,20000,6000000
1770,Skoda,laura,2011, Manual,2000,2, Diesel,9,30000,4300000
1772,Skoda,fabia,2010, Manual,1600,2, Petrol,8,35000,1650000
1773,Skoda,fabia,2009, Manual,1198,2, Petrol,7,33000,1625000
1774,Skoda,laura,2012, Manual,1968,2, Diesel,9,7200,5000000
1776,Skoda,superb,2012, Automatic,1800,2, Petrol,9,20000,6000000
1777,Skoda,laura,2009, Manual,1800,2, Diesel,7,43000,3300000
1778,Skoda,laura,2010, Manual,1968,2, Diesel,8,40000,3650000
1779,Skoda,superb,2013, Manual,1800,2, Diesel,11,9500,5750000
1780,Skoda,fabia,2009, Manual,1598,2, Petrol,9,29000,1575000
1781,Skoda,fabia,2012, Manual,1598,2, Petrol,9,9000,2200000
1782,Skoda,fabia,2012, Manual,1598,2, Petrol,9,7100,2400000
1783,Skoda,octavia,2008, Manual,2000,2, Diesel,6,34216,2675000
1787,Tata,sumo,2017, Manual,2956,2, Diesel,4,72000,2700000
1796,Tata,safari,2013, Manual,2179,2, Diesel,11,45000,2950000
1797,Tata,ace,2013, Manual,800,2, Diesel,1,40000,550000
1798,Tata,indica,2008, Manual,1248,2, Diesel,6,65000,1300000
1805,Tata,bolt,2016, Manual,1248,2, Petrol,15,36000,2100000
1806,Tata,sumo,2015, Manual,2900,2, Diesel,14,150000,2000000
1809,Tata,ace,2017, Manual,800,2, Diesel,17,48000,1100000
1810,Tata,indica,2010, Manual,1248,2, Diesel,8,70000,925000
1811,Tata,indica,2014, Manual,1400,2, Diesel,12,35000,930000
1812,Tata,safari,2009, Manual,2200,4, Petrol,7,95000,2500000
1813,Tata,indica,2010, Manual,1405,2, Diesel,8,60000,900000
1814,Tata,indica,2009, Manual,1248,2, Diesel,7,41000,900000
1815,Tata,safari,2010, Manual,2179,2, Diesel,8,35000,2500000
1816,Tata,sumo,2016, Manual,2900,2, Diesel,1,7000,2950000
1818,Tata,sumo,2013, Manual,2900,2, Diesel,10,35000,2000000
1819,Tata,indica,2010, Manual,1200,2, Petrol,10,20000,1300000
1820,Tata,sumo,2013, Manual,2900,2, Diesel,10,35000,2000000
1821,Tata,indica,2004, Manual,1400,2, Diesel,4,62000,450000
1822,Tata,indica,2012, Manual,1200,2, Diesel,9,52000,1325000
1823,Tata,strome,2014, Manual,2200,2, Diesel,14,11000,4700000
1824,Tata,sumo,2014, Manual,3000,2, Diesel,12,45000,2850000
1825,Tata,nano,2012, Manual,625,2, Petrol,10,5500,475000
1828,Tata,sumo,2014, Manual,2999,2, Diesel,12,45000,2750000
1831,Tata,ace,2015, Manual,702,2, Diesel,14,16300,1050000
1832,Tata,indica,2000, Manual,1459,2, Diesel,3,100000,350000
1833,Tata,nano,2011, Manual,624,2, Petrol,9,20000,450000
1834,Tata,nano,2012, Manual,624,2, Petrol,10,44000,600000
1835,Tata,indica,2003, Manual,1405,2, Diesel,4,100000,499999
1836,Tata,indica,2012, Manual,1405,2, Diesel,10,40000,1050000
1837,Tata,indica,2006, Manual,1400,2, Petrol,5,36000,666666
1838,Tata,nano,2011, Manual,624,2, Petrol,9,8000,450000
1839,Tata,sumo,2011, Manual,2400,2, Diesel,9,800000,1850000
1841,Tata,safari,2013, Manual,2200,2, Diesel,10,25000,2400000
1843,Tata,safari,2007, Manual,2200,4, Diesel,5,98000,1650000
1844,Tata,indica,2007, Manual,1405,2, Diesel,5,52000,550000
1845,Tata,nano,2012, Manual,624,2, Petrol,10,10000,425000
1846,Tata,indica,2003, Manual,1405,2, Diesel,5,33000,850000
1847,Tata,sumo,2013, Manual,2900,2, Diesel,10,100000,2000000
1850,Tata,sumo,2012, Manual,2956,2, Petrol,9,40000,2050000
1851,Tata,grande,2008, Manual,2100,2, Diesel,6,110000,2200000
1852,Tata,indica,2005, Manual,1400,2, Diesel,5,52300,525000
1853,Tata,indica,2004, Manual,1400,2, Petrol,4,60000,500000
1854,Tata,grande,2016, Manual,1000,2, Diesel,6,5000,1200000
1857,Tata,grande,2010, Manual,2200,2, Diesel,8,55000,1550000
1858,Tata,indica,2005, Manual,1405,2, Diesel,5,55700,575000
1859,Tata,sumo,2010, Manual,2956,2, Petrol,14,48000,1500000
